x,y,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,LOCAL_DATE,TOTAL_SNOW,DIRECTION_MAX_GUST_FLAG,HEATING_DEGREE_DAYS,SPEED_MAX_GUST_FLAG,DIRECTION_MAX_GUST,MIN_TEMPERATURE,TOTAL_SNOW_FLAG,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,SNOW_ON_GROUND_FLAG,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN_FLAG,SPEED_MAX_GUST,CLIMATE_IDENTIFIER,LOCAL_DAY,SNOW_ON_GROUND,LOCAL_MONTH,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,PROVINCE_CODE,STATION_NAME,ID,TOTAL_PRECIPITATION_FLAG,MIN_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,TOTAL_RAIN,LOCAL_YEAR,MAX_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE
-79.08333333333333,43.13333333333333,,,1942-02-09 00:00:00,0,,,,,,,,,,,,,,6135638,9,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.9,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-10 00:00:00,0,,,,,,,,,,,,,,6135638,10,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.10,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-11 00:00:00,0,,,,,,,,,,,,,,6135638,11,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.11,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-12 00:00:00,0,,,,,,,,,,,,,,6135638,12,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.12,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-13 00:00:00,0,,,,,,,,,,,,,,6135638,13,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.13,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-14 00:00:00,0.8,,,,,,,,,,,,,,6135638,14,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.14,,,0.8,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-15 00:00:00,0,,,,,,,,,,,,,,6135638,15,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.15,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-16 00:00:00,0,,,,,,,,,,,,,,6135638,16,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.16,,,27.4,27.4,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-17 00:00:00,0,,,,,,,,,,,,,,6135638,17,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.17,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-18 00:00:00,4.8,,,,,,,,,,,,,,6135638,18,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.18,,,4.8,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-19 00:00:00,1.3,,,,,,,,,,,,,,6135638,19,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.19,,,1.3,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-20 00:00:00,0,,,,,,,,,,,,,,6135638,20,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.20,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-21 00:00:00,1.8,,,,,,,,,,,,,,6135638,21,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.21,,,1.8,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-22 00:00:00,0,,,,,,,,,,,,,,6135638,22,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.22,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-23 00:00:00,0,,,,,,T,,,,,,,,6135638,23,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.23,T,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-24 00:00:00,0,,,,,,,,,,,,,,6135638,24,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.24,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-25 00:00:00,1,,,,,,,,,,,,,,6135638,25,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.25,,,1,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-26 00:00:00,1,,,,,,,,,,,,,,6135638,26,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.26,,,1,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-27 00:00:00,2,,,,,,,,,,,,,,6135638,27,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.27,,,2,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-02-28 00:00:00,0,,,,,,T,,,,,,,,6135638,28,,2,,,,ON,NIAGARA FALLS,6135638.1942.2.28,T,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-01 00:00:00,0,,,,,,,,,,,,,,6135638,1,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.1,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-02 00:00:00,1.5,,,,,,,,,,,,,,6135638,2,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.2,,,1.5,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-03 00:00:00,18.8,,,,,,,,,,,,,,6135638,3,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.3,,,18.8,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-04 00:00:00,0,,,,,,,,,,,,,,6135638,4,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.4,,,15.2,15.2,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-05 00:00:00,2,,,,,,,,,,,,,,6135638,5,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.5,,,4.6,2.5,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-06 00:00:00,0,,,,,,,,,,,,,,6135638,6,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.6,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-07 00:00:00,0,,,,,,,,,,,,,,6135638,7,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.7,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-08 00:00:00,0,,,,,,,,,,,,,,6135638,8,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.8,,,13,13,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-09 00:00:00,0.5,,,,,,,,,,,,,,6135638,9,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.9,,,0.5,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-10 00:00:00,0,,,,,,,,,,,,,,6135638,10,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.10,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-11 00:00:00,0,,,,,,,,,,,,,,6135638,11,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.11,,,7.9,7.9,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-12 00:00:00,0,,,,,,,,,,,,,,6135638,12,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.12,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-13 00:00:00,2.5,,,,,,,,,,,,,,6135638,13,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.13,,,2.5,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-14 00:00:00,0,,,,,,,,,,,,,,6135638,14,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.14,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-15 00:00:00,0,,,,,,,,,,,,,,6135638,15,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.15,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-16 00:00:00,0,,,,,,,,,,,,,,6135638,16,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.16,,,25.7,25.7,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-17 00:00:00,0,,,,,,,,,,,,,,6135638,17,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.17,,,1,1,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-18 00:00:00,0,,,,,,T,,,,,,T,,6135638,18,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.18,T,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-19 00:00:00,0,,,,,,,,,,,,,,6135638,19,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.19,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-20 00:00:00,0,,,,,,,,,,,,,,6135638,20,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.20,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-21 00:00:00,0,,,,,,,,,,,,,,6135638,21,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.21,,,3.6,3.6,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-22 00:00:00,0,,,,,,T,,,,,,,,6135638,22,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.22,,,0.3,0.3,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-23 00:00:00,0,,,,,,,,,,,,,,6135638,23,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.23,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-24 00:00:00,0,,,,,,,,,,,,,,6135638,24,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.24,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-25 00:00:00,0,,,,,,,,,,,,,,6135638,25,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.25,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-26 00:00:00,0,,,,,,,,,,,,,,6135638,26,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.26,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-27 00:00:00,0,,,,,,,,,,,,,,6135638,27,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.27,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-28 00:00:00,0.5,,,,,,,,,,,,,,6135638,28,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.28,,,2.8,2.3,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-29 00:00:00,1.8,,,,,,,,,,,,,,6135638,29,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.29,,,1.8,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-30 00:00:00,0,,,,,,,,,,,,,,6135638,30,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.30,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-03-31 00:00:00,0,,,,,,,,,,,,,,6135638,31,,3,,,,ON,NIAGARA FALLS,6135638.1942.3.31,,,2.5,2.5,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-01 00:00:00,0,,,,,,,,,,,,,,6135638,1,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.1,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-02 00:00:00,0,,,,,,,,,,,,,,6135638,2,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.2,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-03 00:00:00,0,,,,,,,,,,,,,,6135638,3,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.3,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-04 00:00:00,0,,,,,,,,,,,,,,6135638,4,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.4,,,2,2,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-05 00:00:00,0,,,,,,,,,,,,,,6135638,5,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.5,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-06 00:00:00,0,,,,,,,,,,,,,,6135638,6,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.6,,,15.2,15.2,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-07 00:00:00,0,,,,,,,,,,,,,,6135638,7,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.7,,,5.6,5.6,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-08 00:00:00,0,,,,,,,,,,,,,,6135638,8,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.8,,,9.7,9.7,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-09 00:00:00,0,,,,,,,,,,,,,,6135638,9,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.9,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-10 00:00:00,22.1,,,,,,,,,,,,,,6135638,10,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.10,,,22.1,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-11 00:00:00,1,,,,,,,,,,,,,,6135638,11,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.11,,,1,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-12 00:00:00,0,,,,,,,,,,,,,,6135638,12,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.12,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-13 00:00:00,0,,,,,,,,,,,,,,6135638,13,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.13,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-14 00:00:00,0,,,,,,,,,,,,,,6135638,14,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.14,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-15 00:00:00,0,,,,,,,,,,,,,,6135638,15,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.15,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-16 00:00:00,0,,,,,,,,,,,,,,6135638,16,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.16,,,15.2,15.2,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-17 00:00:00,0,,,,,,,,,,,,T,,6135638,17,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.17,T,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-18 00:00:00,0,,,,,,,,,,,,,,6135638,18,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.18,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-19 00:00:00,0,,,,,,,,,,,,,,6135638,19,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.19,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-20 00:00:00,0,,,,,,,,,,,,,,6135638,20,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.20,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-21 00:00:00,0,,,,,,,,,,,,,,6135638,21,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.21,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-22 00:00:00,0,,,,,,,,,,,,,,6135638,22,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.22,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-23 00:00:00,0,,,,,,,,,,,,,,6135638,23,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.23,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-24 00:00:00,0,,,,,,,,,,,,,,6135638,24,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.24,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-25 00:00:00,0,,,,,,,,,,,,,,6135638,25,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.25,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-26 00:00:00,0,,,,,,,,,,,,,,6135638,26,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.26,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-27 00:00:00,0,,,,,,,,,,,,,,6135638,27,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.27,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-28 00:00:00,0,,,,,,,,,,,,,,6135638,28,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.28,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-29 00:00:00,0,,,,,,,,,,,,,,6135638,29,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.29,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-04-30 00:00:00,0,,,,,,,,,,,,,,6135638,30,,4,,,,ON,NIAGARA FALLS,6135638.1942.4.30,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-01 00:00:00,0,,,,,,,,,,,,,,6135638,1,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.1,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-02 00:00:00,0,,,,,,,,,,,,,,6135638,2,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.2,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-03 00:00:00,0,,,,,,,,,,,,,,6135638,3,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.3,,,4.6,4.6,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-04 00:00:00,0,,,,,,,,,,,,,,6135638,4,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.4,,,0.5,0.5,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-05 00:00:00,0,,,,,,,,,,,,,,6135638,5,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.5,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-06 00:00:00,0,,,,,,,,,,,,,,6135638,6,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.6,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-07 00:00:00,0,,,,,,,,,,,,,,6135638,7,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.7,,,5.3,5.3,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-08 00:00:00,0,,,,,,,,,,,,,,6135638,8,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.8,,,2.5,2.5,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-09 00:00:00,0,,,,,,,,,,,,T,,6135638,9,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.9,T,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-10 00:00:00,0,,,,,,,,,,,,T,,6135638,10,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.10,T,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-11 00:00:00,0,,,,,,,,,,,,,,6135638,11,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.11,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-12 00:00:00,0,,,,,,,,,,,,T,,6135638,12,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.12,T,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-13 00:00:00,0,,,,,,,,,,,,,,6135638,13,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.13,,,0,0,1942,,
-79.08333333333333,43.13333333333333,,,1942-05-14 00:00:00,0,,,,,,,,,,,,,,6135638,14,,5,,,,ON,NIAGARA FALLS,6135638.1942.5.14,,,0,0,1942,,
